"","taxon","sample","depth","lon","lat","diversity_measure","value"
"811","sponges","10mq15",10,34.9323889,29.5226944,"abundance",0
"812","sponges","10mq15",10,34.9323889,29.5226944,"richness",0
"813","sponges","10mq15",10,34.9323889,29.5226944,"sigma",NA
"814","sponges","10mq16",10,34.9323889,29.5226944,"abundance",0
"815","sponges","10mq16",10,34.9323889,29.5226944,"richness",0
"816","sponges","10mq16",10,34.9323889,29.5226944,"sigma",NA
"817","sponges","10mq17",10,34.9323889,29.5226944,"abundance",0
"818","sponges","10mq17",10,34.9323889,29.5226944,"richness",0
"819","sponges","10mq17",10,34.9323889,29.5226944,"sigma",NA
"820","sponges","10mq18",10,34.9323889,29.5226944,"abundance",2
"821","sponges","10mq18",10,34.9323889,29.5226944,"richness",2
"822","sponges","10mq18",10,34.9323889,29.5226944,"sigma",0.107545684837639
"823","sponges","10mq19",10,34.9323889,29.5226944,"abundance",0
"824","sponges","10mq19",10,34.9323889,29.5226944,"richness",0
"825","sponges","10mq19",10,34.9323889,29.5226944,"sigma",NA
"826","sponges","10mq2",10,34.9323889,29.5226944,"abundance",1
"827","sponges","10mq2",10,34.9323889,29.5226944,"richness",1
"828","sponges","10mq2",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"829","sponges","10mq20",10,34.9323889,29.5226944,"abundance",1
"830","sponges","10mq20",10,34.9323889,29.5226944,"richness",1
"831","sponges","10mq20",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"832","sponges","10mq21",10,34.9323889,29.5226944,"abundance",0
"833","sponges","10mq21",10,34.9323889,29.5226944,"richness",0
"834","sponges","10mq21",10,34.9323889,29.5226944,"sigma",NA
"835","sponges","10mq22",10,34.9323889,29.5226944,"abundance",1
"836","sponges","10mq22",10,34.9323889,29.5226944,"richness",1
"837","sponges","10mq22",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"838","sponges","10mq23",10,34.9323889,29.5226944,"abundance",0
"839","sponges","10mq23",10,34.9323889,29.5226944,"richness",0
"840","sponges","10mq23",10,34.9323889,29.5226944,"sigma",NA
"841","sponges","10mq24",10,34.9323889,29.5226944,"abundance",1
"842","sponges","10mq24",10,34.9323889,29.5226944,"richness",1
"843","sponges","10mq24",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"844","sponges","10mq25",10,34.9323889,29.5226944,"abundance",0
"845","sponges","10mq25",10,34.9323889,29.5226944,"richness",0
"846","sponges","10mq25",10,34.9323889,29.5226944,"sigma",NA
"847","sponges","10mq26",10,34.9323889,29.5226944,"abundance",4
"848","sponges","10mq26",10,34.9323889,29.5226944,"richness",1
"849","sponges","10mq26",10,34.9323889,29.5226944,"sigma",0.00574127591014463
"850","sponges","10mq27",10,34.9323889,29.5226944,"abundance",0
"851","sponges","10mq27",10,34.9323889,29.5226944,"richness",0
"852","sponges","10mq27",10,34.9323889,29.5226944,"sigma",NA
"853","sponges","10mq28",10,34.9323889,29.5226944,"abundance",1
"854","sponges","10mq28",10,34.9323889,29.5226944,"richness",1
"855","sponges","10mq28",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"856","sponges","10mq29",10,34.9323889,29.5226944,"abundance",0
"857","sponges","10mq29",10,34.9323889,29.5226944,"richness",0
"858","sponges","10mq29",10,34.9323889,29.5226944,"sigma",NA
"859","sponges","10mq3",10,34.9323889,29.5226944,"abundance",0
"860","sponges","10mq3",10,34.9323889,29.5226944,"richness",0
"861","sponges","10mq3",10,34.9323889,29.5226944,"sigma",NA
"862","sponges","10mq30",10,34.9323889,29.5226944,"abundance",0
"863","sponges","10mq30",10,34.9323889,29.5226944,"richness",0
"864","sponges","10mq30",10,34.9323889,29.5226944,"sigma",NA
"865","sponges","10mq31",10,34.9323889,29.5226944,"abundance",0
"866","sponges","10mq31",10,34.9323889,29.5226944,"richness",0
"867","sponges","10mq31",10,34.9323889,29.5226944,"sigma",NA
"868","sponges","10mq32",10,34.9323889,29.5226944,"abundance",0
"869","sponges","10mq32",10,34.9323889,29.5226944,"richness",0
"870","sponges","10mq32",10,34.9323889,29.5226944,"sigma",NA
"871","sponges","10mq33",10,34.9323889,29.5226944,"abundance",0
"872","sponges","10mq33",10,34.9323889,29.5226944,"richness",0
"873","sponges","10mq33",10,34.9323889,29.5226944,"sigma",NA
"874","sponges","10mq34",10,34.9323889,29.5226944,"abundance",2
"875","sponges","10mq34",10,34.9323889,29.5226944,"richness",2
"876","sponges","10mq34",10,34.9323889,29.5226944,"sigma",0.107545684837639
"877","sponges","10mq4",10,34.9323889,29.5226944,"abundance",1
"878","sponges","10mq4",10,34.9323889,29.5226944,"richness",1
"879","sponges","10mq4",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"880","sponges","10mq5",10,34.9323889,29.5226944,"abundance",0
"881","sponges","10mq5",10,34.9323889,29.5226944,"richness",0
"882","sponges","10mq5",10,34.9323889,29.5226944,"sigma",NA
"883","sponges","10mq6",10,34.9323889,29.5226944,"abundance",1
"884","sponges","10mq6",10,34.9323889,29.5226944,"richness",1
"885","sponges","10mq6",10,34.9323889,29.5226944,"sigma",0.0896093888935205
"886","sponges","10mq7",10,34.9323889,29.5226944,"abundance",3
"887","sponges","10mq7",10,34.9323889,29.5226944,"richness",2
"888","sponges","10mq7",10,34.9323889,29.5226944,"sigma",0.0150563559131666
"889","sponges","10mq8",10,34.9323889,29.5226944,"abundance",3
"890","sponges","10mq8",10,34.9323889,29.5226944,"richness",3
"891","sponges","10mq8",10,34.9323889,29.5226944,"sigma",0.0521168099182725
"892","sponges","10mq9",10,34.9323889,29.5226944,"abundance",0
"893","sponges","10mq9",10,34.9323889,29.5226944,"richness",0
"894","sponges","10mq9",10,34.9323889,29.5226944,"sigma",NA
"895","sponges","20mq1",20,34.9323889,29.5226944,"abundance",0
"896","sponges","20mq1",20,34.9323889,29.5226944,"richness",0
"897","sponges","20mq1",20,34.9323889,29.5226944,"sigma",NA
"898","sponges","20mq10",20,34.9323889,29.5226944,"abundance",3
"899","sponges","20mq10",20,34.9323889,29.5226944,"richness",2
"900","sponges","20mq10",20,34.9323889,29.5226944,"sigma",0.0150563559131666
"901","sponges","20mq11",20,34.9323889,29.5226944,"abundance",3
"902","sponges","20mq11",20,34.9323889,29.5226944,"richness",3
"903","sponges","20mq11",20,34.9323889,29.5226944,"sigma",0.0521168099182725
"904","sponges","20mq12",20,34.9323889,29.5226944,"abundance",2
"905","sponges","20mq12",20,34.9323889,29.5226944,"richness",1
"906","sponges","20mq12",20,34.9323889,29.5226944,"sigma",0.00941169561488163
"907","sponges","20mq13",20,34.9323889,29.5226944,"abundance",1
"908","sponges","20mq13",20,34.9323889,29.5226944,"richness",1
"909","sponges","20mq13",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"910","sponges","20mq14",20,34.9323889,29.5226944,"abundance",1
"911","sponges","20mq14",20,34.9323889,29.5226944,"richness",1
"912","sponges","20mq14",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"913","sponges","20mq15",20,34.9323889,29.5226944,"abundance",0
"914","sponges","20mq15",20,34.9323889,29.5226944,"richness",0
"915","sponges","20mq15",20,34.9323889,29.5226944,"sigma",NA
"916","sponges","20mq16",20,34.9323889,29.5226944,"abundance",1
"917","sponges","20mq16",20,34.9323889,29.5226944,"richness",1
"918","sponges","20mq16",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"919","sponges","20mq17",20,34.9323889,29.5226944,"abundance",0
"920","sponges","20mq17",20,34.9323889,29.5226944,"richness",0
"921","sponges","20mq17",20,34.9323889,29.5226944,"sigma",NA
"922","sponges","20mq18",20,34.9323889,29.5226944,"abundance",2
"923","sponges","20mq18",20,34.9323889,29.5226944,"richness",2
"924","sponges","20mq18",20,34.9323889,29.5226944,"sigma",0.107545684837639
"925","sponges","20mq19",20,34.9323889,29.5226944,"abundance",2
"926","sponges","20mq19",20,34.9323889,29.5226944,"richness",2
"927","sponges","20mq19",20,34.9323889,29.5226944,"sigma",0.107545684837639
"928","sponges","20mq2",20,34.9323889,29.5226944,"abundance",0
"929","sponges","20mq2",20,34.9323889,29.5226944,"richness",0
"930","sponges","20mq2",20,34.9323889,29.5226944,"sigma",NA
"931","sponges","20mq20",20,34.9323889,29.5226944,"abundance",0
"932","sponges","20mq20",20,34.9323889,29.5226944,"richness",0
"933","sponges","20mq20",20,34.9323889,29.5226944,"sigma",NA
"934","sponges","20mq21",20,34.9323889,29.5226944,"abundance",1
"935","sponges","20mq21",20,34.9323889,29.5226944,"richness",1
"936","sponges","20mq21",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"937","sponges","20mq22",20,34.9323889,29.5226944,"abundance",2
"938","sponges","20mq22",20,34.9323889,29.5226944,"richness",1
"939","sponges","20mq22",20,34.9323889,29.5226944,"sigma",0.00941169561488163
"940","sponges","20mq23",20,34.9323889,29.5226944,"abundance",3
"941","sponges","20mq23",20,34.9323889,29.5226944,"richness",3
"942","sponges","20mq23",20,34.9323889,29.5226944,"sigma",0.0521168099182725
"943","sponges","20mq24",20,34.9323889,29.5226944,"abundance",4
"944","sponges","20mq24",20,34.9323889,29.5226944,"richness",3
"945","sponges","20mq24",20,34.9323889,29.5226944,"sigma",0.0195414609133534
"946","sponges","20mq25",20,34.9323889,29.5226944,"abundance",2
"947","sponges","20mq25",20,34.9323889,29.5226944,"richness",1
"948","sponges","20mq25",20,34.9323889,29.5226944,"sigma",0.00941169561488163
"949","sponges","20mq26",20,34.9323889,29.5226944,"abundance",2
"950","sponges","20mq26",20,34.9323889,29.5226944,"richness",2
"951","sponges","20mq26",20,34.9323889,29.5226944,"sigma",0.107545684837639
"952","sponges","20mq27",20,34.9323889,29.5226944,"abundance",0
"953","sponges","20mq27",20,34.9323889,29.5226944,"richness",0
"954","sponges","20mq27",20,34.9323889,29.5226944,"sigma",NA
"955","sponges","20mq28",20,34.9323889,29.5226944,"abundance",2
"956","sponges","20mq28",20,34.9323889,29.5226944,"richness",2
"957","sponges","20mq28",20,34.9323889,29.5226944,"sigma",0.107545684837639
"958","sponges","20mq29",20,34.9323889,29.5226944,"abundance",0
"959","sponges","20mq29",20,34.9323889,29.5226944,"richness",0
"960","sponges","20mq29",20,34.9323889,29.5226944,"sigma",NA
"961","sponges","20mq3",20,34.9323889,29.5226944,"abundance",1
"962","sponges","20mq3",20,34.9323889,29.5226944,"richness",1
"963","sponges","20mq3",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"964","sponges","20mq30",20,34.9323889,29.5226944,"abundance",0
"965","sponges","20mq30",20,34.9323889,29.5226944,"richness",0
"966","sponges","20mq30",20,34.9323889,29.5226944,"sigma",NA
"967","sponges","20mq31",20,34.9323889,29.5226944,"abundance",1
"968","sponges","20mq31",20,34.9323889,29.5226944,"richness",1
"969","sponges","20mq31",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"970","sponges","20mq32",20,34.9323889,29.5226944,"abundance",1
"971","sponges","20mq32",20,34.9323889,29.5226944,"richness",1
"972","sponges","20mq32",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"973","sponges","20mq33",20,34.9323889,29.5226944,"abundance",1
"974","sponges","20mq33",20,34.9323889,29.5226944,"richness",1
"975","sponges","20mq33",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"976","sponges","20mq34",20,34.9323889,29.5226944,"abundance",1
"977","sponges","20mq34",20,34.9323889,29.5226944,"richness",1
"978","sponges","20mq34",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"979","sponges","20mq4",20,34.9323889,29.5226944,"abundance",2
"980","sponges","20mq4",20,34.9323889,29.5226944,"richness",1
"981","sponges","20mq4",20,34.9323889,29.5226944,"sigma",0.00941169561488163
"982","sponges","20mq5",20,34.9323889,29.5226944,"abundance",0
"983","sponges","20mq5",20,34.9323889,29.5226944,"richness",0
"984","sponges","20mq5",20,34.9323889,29.5226944,"sigma",NA
"985","sponges","20mq6",20,34.9323889,29.5226944,"abundance",0
"986","sponges","20mq6",20,34.9323889,29.5226944,"richness",0
"987","sponges","20mq6",20,34.9323889,29.5226944,"sigma",NA
"988","sponges","20mq7",20,34.9323889,29.5226944,"abundance",1
"989","sponges","20mq7",20,34.9323889,29.5226944,"richness",1
"990","sponges","20mq7",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"991","sponges","20mq8",20,34.9323889,29.5226944,"abundance",0
"992","sponges","20mq8",20,34.9323889,29.5226944,"richness",0
"993","sponges","20mq8",20,34.9323889,29.5226944,"sigma",NA
"994","sponges","20mq9",20,34.9323889,29.5226944,"abundance",1
"995","sponges","20mq9",20,34.9323889,29.5226944,"richness",1
"996","sponges","20mq9",20,34.9323889,29.5226944,"sigma",0.0896093888935205
"997","sponges","50mq10",50,34.9323889,29.5226944,"abundance",0
"998","sponges","50mq10",50,34.9323889,29.5226944,"richness",0
"999","sponges","50mq10",50,34.9323889,29.5226944,"sigma",NA
"1000","sponges","50mq11",50,34.9323889,29.5226944,"abundance",1
"1001","sponges","50mq11",50,34.9323889,29.5226944,"richness",1
"1002","sponges","50mq11",50,34.9323889,29.5226944,"sigma",0.0896093888935205
"1003","sponges","50mq12",50,34.9323889,29.5226944,"abundance",1
"1004","sponges","50mq12",50,34.9323889,29.5226944,"richness",1
"1005","sponges","50mq12",50,34.9323889,29.5226944,"sigma",0.0896093888935205
"1006","sponges","50mq13",50,34.9323889,29.5226944,"abundance",3
"1007","sponges","50mq13",50,34.9323889,29.5226944,"richness",2
"1008","sponges","50mq13",50,34.9323889,29.5226944,"sigma",0.0150563559131666
"1009","sponges","50mq14",50,34.9323889,29.5226944,"abundance",0
"1010","sponges","50mq14",50,34.9323889,29.5226944,"richness",0
"1011","sponges","50mq14",50,34.9323889,29.5226944,"sigma",NA
"1012","sponges","50mq15",50,34.9323889,29.5226944,"abundance",3
"1013","sponges","50mq15",50,34.9323889,29.5226944,"richness",3
"1014","sponges","50mq15",50,34.9323889,29.5226944,"sigma",0.0521168099182725
"1015","sponges","50mq17",50,34.9323889,29.5226944,"abundance",9
"1016","sponges","50mq17",50,34.9323889,29.5226944,"richness",4
"1017","sponges","50mq17",50,34.9323889,29.5226944,"sigma",0.294985776600761
"1018","sponges","50mq18",50,34.9323889,29.5226944,"abundance",2
"1019","sponges","50mq18",50,34.9323889,29.5226944,"richness",2
"1020","sponges","50mq18",50,34.9323889,29.5226944,"sigma",0.107545684837639
"1021","sponges","50mq19",50,34.9323889,29.5226944,"abundance",1
"1022","sponges","50mq19",50,34.9323889,29.5226944,"richness",1
"1023","sponges","50mq19",50,34.9323889,29.5226944,"sigma",0.0896093888935205
"1024","sponges","50mq2",50,34.9323889,29.5226944,"abundance",9
"1025","sponges","50mq2",50,34.9323889,29.5226944,"richness",7
"1026","sponges","50mq2",50,34.9323889,29.5226944,"sigma",1.75214437552589
"1027","sponges","50mq20",50,34.9323889,29.5226944,"abundance",2
"1028","sponges","50mq20",50,34.9323889,29.5226944,"richness",1
"1029","sponges","50mq20",50,34.9323889,29.5226944,"sigma",0.00941169561488163
"1030","sponges","50mq21",50,34.9323889,29.5226944,"abundance",0
"1031","sponges","50mq21",50,34.9323889,29.5226944,"richness",0
"1032","sponges","50mq21",50,34.9323889,29.5226944,"sigma",NA
"1033","sponges","50mq22",50,34.9323889,29.5226944,"abundance",2
"1034","sponges","50mq22",50,34.9323889,29.5226944,"richness",2
"1035","sponges","50mq22",50,34.9323889,29.5226944,"sigma",0.107545684837639
"1036","sponges","50mq23",50,34.9323889,29.5226944,"abundance",0
"1037","sponges","50mq23",50,34.9323889,29.5226944,"richness",0
"1038","sponges","50mq23",50,34.9323889,29.5226944,"sigma",NA
"1039","sponges","50mq24",50,34.9323889,29.5226944,"abundance",0
"1040","sponges","50mq24",50,34.9323889,29.5226944,"richness",0
"1041","sponges","50mq24",50,34.9323889,29.5226944,"sigma",NA
"1042","sponges","50mq25",50,34.9323889,29.5226944,"abundance",0
"1043","sponges","50mq25",50,34.9323889,29.5226944,"richness",0
"1044","sponges","50mq25",50,34.9323889,29.5226944,"sigma",NA
"1045","sponges","50mq27",50,34.9323889,29.5226944,"abundance",0
"1046","sponges","50mq27",50,34.9323889,29.5226944,"richness",0
"1047","sponges","50mq27",50,34.9323889,29.5226944,"sigma",NA
"1048","sponges","50mq29",50,34.9323889,29.5226944,"abundance",0
"1049","sponges","50mq29",50,34.9323889,29.5226944,"richness",0
"1050","sponges","50mq29",50,34.9323889,29.5226944,"sigma",NA
"1051","sponges","50mq3",50,34.9323889,29.5226944,"abundance",0
"1052","sponges","50mq3",50,34.9323889,29.5226944,"richness",0
"1053","sponges","50mq3",50,34.9323889,29.5226944,"sigma",NA
"1054","sponges","50mq30",50,34.9323889,29.5226944,"abundance",0
"1055","sponges","50mq30",50,34.9323889,29.5226944,"richness",0
"1056","sponges","50mq30",50,34.9323889,29.5226944,"sigma",NA
"1057","sponges","50mq31",50,34.9323889,29.5226944,"abundance",4
"1058","sponges","50mq31",50,34.9323889,29.5226944,"richness",2
"1059","sponges","50mq31",50,34.9323889,29.5226944,"sigma",0.0217864630935816
"1060","sponges","50mq33",50,34.9323889,29.5226944,"abundance",4
"1061","sponges","50mq33",50,34.9323889,29.5226944,"richness",3
"1062","sponges","50mq33",50,34.9323889,29.5226944,"sigma",0.0195414609133534
"1063","sponges","50mq35",50,34.9323889,29.5226944,"abundance",0
"1064","sponges","50mq35",50,34.9323889,29.5226944,"richness",0
"1065","sponges","50mq35",50,34.9323889,29.5226944,"sigma",NA
"1066","sponges","50mq4",50,34.9323889,29.5226944,"abundance",3
"1067","sponges","50mq4",50,34.9323889,29.5226944,"richness",2
"1068","sponges","50mq4",50,34.9323889,29.5226944,"sigma",0.0150563559131666
"1069","sponges","50mq5",50,34.9323889,29.5226944,"abundance",5
"1070","sponges","50mq5",50,34.9323889,29.5226944,"richness",3
"1071","sponges","50mq5",50,34.9323889,29.5226944,"sigma",0.483210237665936
"1072","sponges","50mq6",50,34.9323889,29.5226944,"abundance",4
"1073","sponges","50mq6",50,34.9323889,29.5226944,"richness",2
"1074","sponges","50mq6",50,34.9323889,29.5226944,"sigma",0.0217864630935816
"1075","sponges","50mq7",50,34.9323889,29.5226944,"abundance",1
"1076","sponges","50mq7",50,34.9323889,29.5226944,"richness",1
"1077","sponges","50mq7",50,34.9323889,29.5226944,"sigma",0.0896093888935205
"1078","sponges","50mq8",50,34.9323889,29.5226944,"abundance",0
"1079","sponges","50mq8",50,34.9323889,29.5226944,"richness",0
"1080","sponges","50mq8",50,34.9323889,29.5226944,"sigma",NA
"1081","sponges","50mq9",50,34.9323889,29.5226944,"abundance",2
"1082","sponges","50mq9",50,34.9323889,29.5226944,"richness",2
"1083","sponges","50mq9",50,34.9323889,29.5226944,"sigma",0.107545684837639
"1084","sponges","5mq10",5,34.9323889,29.5226944,"abundance",1
"1085","sponges","5mq10",5,34.9323889,29.5226944,"richness",1
"1086","sponges","5mq10",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1087","sponges","5mq11",5,34.9323889,29.5226944,"abundance",1
"1088","sponges","5mq11",5,34.9323889,29.5226944,"richness",1
"1089","sponges","5mq11",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1090","sponges","5mq12",5,34.9323889,29.5226944,"abundance",0
"1091","sponges","5mq12",5,34.9323889,29.5226944,"richness",0
"1092","sponges","5mq12",5,34.9323889,29.5226944,"sigma",NA
"1093","sponges","5mq13",5,34.9323889,29.5226944,"abundance",1
"1094","sponges","5mq13",5,34.9323889,29.5226944,"richness",1
"1095","sponges","5mq13",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1096","sponges","5mq14",5,34.9323889,29.5226944,"abundance",2
"1097","sponges","5mq14",5,34.9323889,29.5226944,"richness",2
"1098","sponges","5mq14",5,34.9323889,29.5226944,"sigma",0.107545684837639
"1099","sponges","5mq15",5,34.9323889,29.5226944,"abundance",1
"1100","sponges","5mq15",5,34.9323889,29.5226944,"richness",1
"1101","sponges","5mq15",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1102","sponges","5mq16",5,34.9323889,29.5226944,"abundance",0
"1103","sponges","5mq16",5,34.9323889,29.5226944,"richness",0
"1104","sponges","5mq16",5,34.9323889,29.5226944,"sigma",NA
"1105","sponges","5mq17",5,34.9323889,29.5226944,"abundance",2
"1106","sponges","5mq17",5,34.9323889,29.5226944,"richness",2
"1107","sponges","5mq17",5,34.9323889,29.5226944,"sigma",0.107545684837639
"1108","sponges","5mq18",5,34.9323889,29.5226944,"abundance",1
"1109","sponges","5mq18",5,34.9323889,29.5226944,"richness",1
"1110","sponges","5mq18",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1111","sponges","5mq19",5,34.9323889,29.5226944,"abundance",1
"1112","sponges","5mq19",5,34.9323889,29.5226944,"richness",1
"1113","sponges","5mq19",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1114","sponges","5mq20",5,34.9323889,29.5226944,"abundance",0
"1115","sponges","5mq20",5,34.9323889,29.5226944,"richness",0
"1116","sponges","5mq20",5,34.9323889,29.5226944,"sigma",NA
"1117","sponges","5mq22",5,34.9323889,29.5226944,"abundance",0
"1118","sponges","5mq22",5,34.9323889,29.5226944,"richness",0
"1119","sponges","5mq22",5,34.9323889,29.5226944,"sigma",NA
"1120","sponges","5mq24",5,34.9323889,29.5226944,"abundance",0
"1121","sponges","5mq24",5,34.9323889,29.5226944,"richness",0
"1122","sponges","5mq24",5,34.9323889,29.5226944,"sigma",NA
"1123","sponges","5mq27",5,34.9323889,29.5226944,"abundance",0
"1124","sponges","5mq27",5,34.9323889,29.5226944,"richness",0
"1125","sponges","5mq27",5,34.9323889,29.5226944,"sigma",NA
"1126","sponges","5mq28",5,34.9323889,29.5226944,"abundance",0
"1127","sponges","5mq28",5,34.9323889,29.5226944,"richness",0
"1128","sponges","5mq28",5,34.9323889,29.5226944,"sigma",NA
"1129","sponges","5mq29",5,34.9323889,29.5226944,"abundance",0
"1130","sponges","5mq29",5,34.9323889,29.5226944,"richness",0
"1131","sponges","5mq29",5,34.9323889,29.5226944,"sigma",NA
"1132","sponges","5mq30",5,34.9323889,29.5226944,"abundance",0
"1133","sponges","5mq30",5,34.9323889,29.5226944,"richness",0
"1134","sponges","5mq30",5,34.9323889,29.5226944,"sigma",NA
"1135","sponges","5mq31",5,34.9323889,29.5226944,"abundance",1
"1136","sponges","5mq31",5,34.9323889,29.5226944,"richness",1
"1137","sponges","5mq31",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1138","sponges","5mq32",5,34.9323889,29.5226944,"abundance",0
"1139","sponges","5mq32",5,34.9323889,29.5226944,"richness",0
"1140","sponges","5mq32",5,34.9323889,29.5226944,"sigma",NA
"1141","sponges","5mq34",5,34.9323889,29.5226944,"abundance",0
"1142","sponges","5mq34",5,34.9323889,29.5226944,"richness",0
"1143","sponges","5mq34",5,34.9323889,29.5226944,"sigma",NA
"1144","sponges","5mq35",5,34.9323889,29.5226944,"abundance",0
"1145","sponges","5mq35",5,34.9323889,29.5226944,"richness",0
"1146","sponges","5mq35",5,34.9323889,29.5226944,"sigma",NA
"1147","sponges","5mq37",5,34.9323889,29.5226944,"abundance",2
"1148","sponges","5mq37",5,34.9323889,29.5226944,"richness",2
"1149","sponges","5mq37",5,34.9323889,29.5226944,"sigma",0.107545684837639
"1150","sponges","5mq38",5,34.9323889,29.5226944,"abundance",0
"1151","sponges","5mq38",5,34.9323889,29.5226944,"richness",0
"1152","sponges","5mq38",5,34.9323889,29.5226944,"sigma",NA
"1153","sponges","5mq4",5,34.9323889,29.5226944,"abundance",1
"1154","sponges","5mq4",5,34.9323889,29.5226944,"richness",1
"1155","sponges","5mq4",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1156","sponges","5mq40",5,34.9323889,29.5226944,"abundance",0
"1157","sponges","5mq40",5,34.9323889,29.5226944,"richness",0
"1158","sponges","5mq40",5,34.9323889,29.5226944,"sigma",NA
"1159","sponges","5mq41",5,34.9323889,29.5226944,"abundance",0
"1160","sponges","5mq41",5,34.9323889,29.5226944,"richness",0
"1161","sponges","5mq41",5,34.9323889,29.5226944,"sigma",NA
"1162","sponges","5mq42",5,34.9323889,29.5226944,"abundance",1
"1163","sponges","5mq42",5,34.9323889,29.5226944,"richness",1
"1164","sponges","5mq42",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1165","sponges","5mq43",5,34.9323889,29.5226944,"abundance",0
"1166","sponges","5mq43",5,34.9323889,29.5226944,"richness",0
"1167","sponges","5mq43",5,34.9323889,29.5226944,"sigma",NA
"1168","sponges","5mq44",5,34.9323889,29.5226944,"abundance",0
"1169","sponges","5mq44",5,34.9323889,29.5226944,"richness",0
"1170","sponges","5mq44",5,34.9323889,29.5226944,"sigma",NA
"1171","sponges","5mq45",5,34.9323889,29.5226944,"abundance",0
"1172","sponges","5mq45",5,34.9323889,29.5226944,"richness",0
"1173","sponges","5mq45",5,34.9323889,29.5226944,"sigma",NA
"1174","sponges","5mq5",5,34.9323889,29.5226944,"abundance",1
"1175","sponges","5mq5",5,34.9323889,29.5226944,"richness",1
"1176","sponges","5mq5",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1177","sponges","5mq7",5,34.9323889,29.5226944,"abundance",0
"1178","sponges","5mq7",5,34.9323889,29.5226944,"richness",0
"1179","sponges","5mq7",5,34.9323889,29.5226944,"sigma",NA
"1180","sponges","5mq8",5,34.9323889,29.5226944,"abundance",1
"1181","sponges","5mq8",5,34.9323889,29.5226944,"richness",1
"1182","sponges","5mq8",5,34.9323889,29.5226944,"sigma",0.0896093888935205
"1183","sponges","5mq9",5,34.9323889,29.5226944,"abundance",2
"1184","sponges","5mq9",5,34.9323889,29.5226944,"richness",2
"1185","sponges","5mq9",5,34.9323889,29.5226944,"sigma",0.107545684837639
"1186","sponges","60mq1",60,34.9323889,29.5226944,"abundance",1
"1187","sponges","60mq1",60,34.9323889,29.5226944,"richness",1
"1188","sponges","60mq1",60,34.9323889,29.5226944,"sigma",0.0896093888935205
"1189","sponges","60mq10",60,34.9323889,29.5226944,"abundance",7
"1190","sponges","60mq10",60,34.9323889,29.5226944,"richness",4
"1191","sponges","60mq10",60,34.9323889,29.5226944,"sigma",0.0170830434028874
"1192","sponges","60mq11",60,34.9323889,29.5226944,"abundance",4
"1193","sponges","60mq11",60,34.9323889,29.5226944,"richness",1
"1194","sponges","60mq11",60,34.9323889,29.5226944,"sigma",0.00574127591014463
"1195","sponges","60mq12",60,34.9323889,29.5226944,"abundance",0
"1196","sponges","60mq12",60,34.9323889,29.5226944,"richness",0
"1197","sponges","60mq12",60,34.9323889,29.5226944,"sigma",NA
"1198","sponges","60mq13",60,34.9323889,29.5226944,"abundance",1
"1199","sponges","60mq13",60,34.9323889,29.5226944,"richness",1
"1200","sponges","60mq13",60,34.9323889,29.5226944,"sigma",0.0896093888935205
"1201","sponges","60mq14",60,34.9323889,29.5226944,"abundance",8
"1202","sponges","60mq14",60,34.9323889,29.5226944,"richness",4
"1203","sponges","60mq14",60,34.9323889,29.5226944,"sigma",0.018513252156232
"1204","sponges","60mq15",60,34.9323889,29.5226944,"abundance",3
"1205","sponges","60mq15",60,34.9323889,29.5226944,"richness",2
"1206","sponges","60mq15",60,34.9323889,29.5226944,"sigma",0.0150563559131666
"1207","sponges","60mq16",60,34.9323889,29.5226944,"abundance",11
"1208","sponges","60mq16",60,34.9323889,29.5226944,"richness",6
"1209","sponges","60mq16",60,34.9323889,29.5226944,"sigma",0.0162258769745487
"1210","sponges","60mq17",60,34.9323889,29.5226944,"abundance",1
"1211","sponges","60mq17",60,34.9323889,29.5226944,"richness",1
"1212","sponges","60mq17",60,34.9323889,29.5226944,"sigma",0.0896093888935205
"1213","sponges","60mq18",60,34.9323889,29.5226944,"abundance",16
