"OpCode","Family","species","MaxN","depth","temperature","sea","n_measure","min_FL","mean_FL","max_FL","sd_FL","se_FL","MoE_FL","ci_low","ci_high"
"isrnort231220F","Lethrinidae","Gymnocranius grandoculis",1,50.8,24,"red",1,301.99,301.99,301.99,NA,NA,NA,NA,NA
"isrnort231220F","Mullidae","Parupeneus forsskali",1,50.8,24,"red",1,223.99,223.99,223.99,NA,NA,NA,NA,NA
"isrnort231220F","Mullidae","Parupeneus heptacanthus",1,50.8,24,"red",1,208.01,208.01,208.01,NA,NA,NA,NA,NA
"isrnort231220F","Nemipteridae","Nemipterus zysron",2,50.8,24,"red",2,137.14,170.67,204.2,47.42,33.53,65.72,104.95,236.39
"isrnort231220F","Ostraciidae","Tetrosomus gibbosus",2,50.8,24,"red",2,208.17,217.82,227.47,13.65,9.65,18.92,198.9,236.74
"isrnort231220F","Pomacentridae","Dascyllus trimaculatus",3,50.8,24,"red",3,116.98,138.38,159.51,21.26,12.28,24.06,114.32,162.44
"isrnort231220F","Tetraodontidae","Lagocephalus sceleratus",1,50.8,24,"red",1,182.63,182.63,182.63,NA,NA,NA,NA,NA
"isrnort231220G","Carangidae","Carangoides fulvoguttatus",1,31.7,24,"red",1,724.81,724.81,724.81,NA,NA,NA,NA,NA
"isrnort231220G","Lethrinidae","Gymnocranius grandoculis",1,31.7,24,"red",1,567.51,567.51,567.51,NA,NA,NA,NA,NA
"isrnort231220G","Lethrinidae","Lethrinus nebulosus",2,31.7,24,"red",2,491.92,578.2,664.48,122.02,86.28,169.11,409.09,747.31
"isrnort231220G","Lethrinidae","Lethrinus variegatus",4,31.7,24,"red",3,52.68,67.52,82.18,14.75,8.52,16.69,50.83,84.22
"isrnort231220G","Mullidae","Parupeneus forsskali",32,31.7,24,"red",9,58.57,71.63,87.35,9.79,3.26,6.4,65.24,78.03
"isrnort231220G","Mullidae","Parupeneus heptacanthus",2,31.7,24,"red",2,53.33,56.48,59.63,4.45,3.15,6.17,50.31,62.65
"isrnort231220G","Mullidae","Parupeneus macronemus",7,31.7,24,"red",3,45.07,53.43,68.27,12.88,7.44,14.58,38.85,68.01
"isrnort231220G","Muraenidae","Gymnothorax griseus",1,31.7,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort231220G","Nemipteridae","Scolopsis ghanam",3,31.7,24,"red",1,80.05,80.05,80.05,NA,NA,NA,NA,NA
"isrnort231220G","Ostraciidae","Tetrosomus gibbosus",1,31.7,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort231220G","Scorpaenidae","Pterois miles",2,31.7,24,"red",2,246.62,286.57,326.51,56.49,39.94,78.29,208.28,364.85
"isrnort231220H","Balistidae","Abalistes stellatus",1,25.6,24,"red",1,318.75,318.75,318.75,NA,NA,NA,NA,NA
"isrnort231220H","Carangidae","Gnathanodon speciosus",7,25.6,24,"red",4,661.25,694.06,746.27,36.81,18.41,36.07,657.98,730.13
"isrnort231220H","Labridae","Labroides dimidiatus",2,25.6,24,"red",2,82.86,91.74,100.63,12.57,8.89,17.42,74.33,109.16
"isrnort231220H","Lethrinidae","Lethrinus borbonicus",2,25.6,24,"red",1,240.21,240.21,240.21,NA,NA,NA,NA,NA
"isrnort231220H","Lethrinidae","Lethrinus nebulosus",2,25.6,24,"red",2,488.62,545.61,602.61,80.6,56.99,111.71,433.91,657.32
"isrnort231220H","Lethrinidae","Lethrinus variegatus",10,25.6,24,"red",5,69.78,82.58,114.15,18.07,8.08,15.84,66.74,98.42
"isrnort231220H","Mullidae","Parupeneus forsskali",15,25.6,24,"red",4,53.68,61.1,75.03,9.76,4.88,9.57,51.53,70.67
"isrnort231220H","Mullidae","Parupeneus heptacanthus",1,25.6,24,"red",1,231.17,231.17,231.17,NA,NA,NA,NA,NA
"isrnort231220H","Muraenidae","Gymnothorax angusticauda",2,25.6,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort231220H","Muraenidae","Gymnothorax griseus",2,25.6,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort231220H","Nemipteridae","Scolopsis ghanam",1,25.6,24,"red",1,80.14,80.14,80.14,NA,NA,NA,NA,NA
"isrnort231220H","Ostraciidae","Tetrosomus gibbosus",1,25.6,24,"red",1,193.03,193.03,193.03,NA,NA,NA,NA,NA
"isrnort231220H","Scorpaenidae","Pterois miles",1,25.6,24,"red",1,243.54,243.54,243.54,NA,NA,NA,NA,NA
"isrnort231220I","Carangidae","Carangoides fulvoguttatus",1,84.2,23,"red",1,715.94,715.94,715.94,NA,NA,NA,NA,NA
"isrnort231220I","Carangidae","Decapterus macarellus",5,84.2,23,"red",3,217.06,232.59,259.78,23.63,13.64,26.74,205.85,259.33
"isrnort231220I","Labridae","Choerodon robustus",1,84.2,23,"red",1,357.43,357.43,357.43,NA,NA,NA,NA,NA
"isrnort231220I","Lethrinidae","Gymnocranius grandoculis",1,84.2,23,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort231220I","Lethrinidae","Lethrinus nebulosus",1,84.2,23,"red",1,498.43,498.43,498.43,NA,NA,NA,NA,NA
"isrnort231220I","Mullidae","Parupeneus heptacanthus",1,84.2,23,"red",1,196.06,196.06,196.06,NA,NA,NA,NA,NA
"isrnort231220I","Ostraciidae","Tetrosomus gibbosus",3,84.2,23,"red",3,218.89,239.33,259.38,20.25,11.69,22.91,216.42,262.25
"isrnort231220I","Sparidae","Argyrops megalommatus",1,84.2,23,"red",1,181.48,181.48,181.48,NA,NA,NA,NA,NA
"isrnort270122A","Mullidae","Parupeneus rubescens",1,135,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort270122A","Ostraciidae","Tetrosomus gibbosus",1,135,21,"red",1,273.89,273.89,273.89,NA,NA,NA,NA,NA
"isrnort270122A","Pinguipedidae","Parapercis somaliensis",1,135,21,"red",1,158.67,158.67,158.67,NA,NA,NA,NA,NA
"isrnort270122A","Sparidae","Argyrops megalommatus",3,135,21,"red",2,146.7,153.73,160.76,9.94,7.03,13.78,139.95,167.51
"isrnort270122A","Sparidae","Argyrops spinifer",1,135,21,"red",1,315.65,315.65,315.65,NA,NA,NA,NA,NA
"isrnort270122B","Labridae","Choerodon robustus",1,123,21,"red",1,305.52,305.52,305.52,NA,NA,NA,NA,NA
"isrnort270122B","Muraenidae","Gymnothorax johnsoni",1,123,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort270122B","Sparidae","Argyrops megalommatus",3,123,21,"red",2,160.73,174.97,189.22,20.15,14.25,27.92,147.05,202.9
"isrnort270122B","Sparidae","Argyrops spinifer",1,123,21,"red",1,318.69,318.69,318.69,NA,NA,NA,NA,NA
"isrnort270122C","Carangidae","Seriola dumerili",1,135,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort270122C","Lethrinidae","Gymnocranius grandoculis",1,135,21,"red",1,407.8,407.8,407.8,NA,NA,NA,NA,NA
"isrnort270122C","Monacanthidae","Thamnaconus erythraeensis",1,135,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort270122C","Ostraciidae","Tetrosomus gibbosus",1,135,21,"red",1,234.7,234.7,234.7,NA,NA,NA,NA,NA
"isrnort270122C","Pinguipedidae","Parapercis somaliensis",1,135,21,"red",1,134.55,134.55,134.55,NA,NA,NA,NA,NA
"isrnort270122C","Sparidae","Argyrops megalommatus",3,135,21,"red",2,148.36,171.91,195.45,33.3,23.54,46.15,125.76,218.05
"isrnort270122C","Sparidae","Argyrops spinifer",1,135,21,"red",1,348.05,348.05,348.05,NA,NA,NA,NA,NA
"isrnort270122D","Lethrinidae","Gymnocranius grandoculis",1,87.2,21,"red",1,553.62,553.62,553.62,NA,NA,NA,NA,NA
"isrnort270122D","Nemipteridae","Nemipterus zysron",6,87.2,21,"red",6,121.79,159.12,223.83,44.54,18.18,35.64,123.48,194.77
"isrnort270122D","Ostraciidae","Tetrosomus gibbosus",1,87.2,21,"red",1,238.92,238.92,238.92,NA,NA,NA,NA,NA
"isrnort270122D","Scorpaenidae","Pterois miles",1,87.2,21,"red",1,203.77,203.77,203.77,NA,NA,NA,NA,NA
"isrnort270122D","Tetraodontidae","Arothron stellatus",1,87.2,21,"red",1,260.78,260.78,260.78,NA,NA,NA,NA,NA
"isrnort270122D","Tetraodontidae","Lagocephalus sceleratus",2,87.2,21,"red",2,253.59,272.62,291.66,26.92,19.03,37.31,235.32,309.93
"isrnort270122E","Balistidae","Abalistes stellatus",1,72.5,21,"red",1,197.38,197.38,197.38,NA,NA,NA,NA,NA
"isrnort270122E","Mullidae","Parupeneus heptacanthus",5,72.5,21,"red",5,153.04,187.95,234.14,30.19,13.5,26.46,161.49,214.42
"isrnort270122E","Nemipteridae","Nemipterus zysron",4,72.5,21,"red",3,134.91,152.46,165.31,15.74,9.08,17.81,134.65,170.27
"isrnort270122E","Pomacentridae","Chromis pelloura",1,72.5,21,"red",1,136.75,136.75,136.75,NA,NA,NA,NA,NA
"isrnort270122E","Serranidae","Cephalopholis oligosticta",1,72.5,21,"red",1,214.93,214.93,214.93,NA,NA,NA,NA,NA
"isrnort270122E","Tetraodontidae","Canthigaster cyanospilota",1,72.5,21,"red",1,73.44,73.44,73.44,NA,NA,NA,NA,NA
"isrnort270122E","Tetraodontidae","Lagocephalus sceleratus",4,72.5,21,"red",4,204.21,234.89,268.32,27.79,13.89,27.23,207.66,262.12
"isrnort270122F","Balistidae","Abalistes stellatus",1,50,21,"red",1,228.99,228.99,228.99,NA,NA,NA,NA,NA
"isrnort270122F","Carangidae","Seriola dumerili",2,50,21,"red",2,385.87,394.12,402.37,11.67,8.25,16.17,377.95,410.3
"isrnort270122F","Lethrinidae","Lethrinus nebulosus",1,50,21,"red",1,569.63,569.63,569.63,NA,NA,NA,NA,NA
"isrnort270122F","Mullidae","Parupeneus heptacanthus",3,50,21,"red",3,188.58,217.85,242.9,27.4,15.82,31.01,186.84,248.86
"isrnort270122F","Mullidae","Upeneus pori",2,50,21,"red",2,120.67,123.79,126.9,4.41,3.12,6.11,117.68,129.9
"isrnort270122F","Nemipteridae","Nemipterus zysron",4,50,21,"red",3,158.5,194.71,227.02,34.43,19.88,38.96,155.75,233.67
"isrnort270122F","Pomacentridae","Dascyllus trimaculatus",2,50,21,"red",2,99.73,102.32,104.91,3.67,2.59,5.08,97.24,107.4
"isrnort270122F","Tetraodontidae","Lagocephalus sceleratus",2,50,21,"red",2,219.52,221.31,223.1,2.53,1.79,3.5,217.81,224.81
"isrnort270122F","Tetraodontidae","Lagocephalus suezensis",5,50,21,"red",4,128.45,157.52,189.12,27.01,13.51,26.47,131.05,183.99
"isrnort270122G","Mullidae","Parupeneus heptacanthus",2,68.4,21,"red",2,213.12,226.11,239.1,18.37,12.99,25.46,200.65,251.58
"isrnort270122G","Muraenidae","Gymnothorax angusticauda",1,68.4,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort270122G","Nemipteridae","Nemipterus zysron",6,68.4,21,"red",6,140.85,169.25,208.42,28.1,11.47,22.49,146.76,191.73
"isrnort270122G","Ostraciidae","Tetrosomus gibbosus",1,68.4,21,"red",1,252.64,252.64,252.64,NA,NA,NA,NA,NA
"isrnort270122G","Tetraodontidae","Lagocephalus sceleratus",2,68.4,21,"red",2,185.23,208.76,232.3,33.28,23.53,46.12,162.64,254.89
"isrnort270122H","Balistidae","Abalistes stellatus",1,40.6,21,"red",1,370.18,370.18,370.18,NA,NA,NA,NA,NA
"isrnort270122H","Lethrinidae","Lethrinus nebulosus",1,40.6,21,"red",1,587.54,587.54,587.54,NA,NA,NA,NA,NA
"isrnort270122H","Lethrinidae","Lethrinus xanthochilus",1,40.6,21,"red",1,591.32,591.32,591.32,NA,NA,NA,NA,NA
"isrnort270122H","Mullidae","Parupeneus heptacanthus",7,40.6,21,"red",4,184.61,200.42,215.12,12.53,6.26,12.28,188.14,212.7
"isrnort270122H","Muraenidae","Gymnothorax angusticauda",1,40.6,21,"red",1,443.3,443.3,443.3,NA,NA,NA,NA,NA
"isrnort270122H","Nemipteridae","Nemipterus zysron",6,40.6,21,"red",4,119.61,179.16,244.67,62.2,31.1,60.95,118.21,240.11
"isrnort270122H","Ostraciidae","Tetrosomus gibbosus",1,40.6,21,"red",1,187.96,187.96,187.96,NA,NA,NA,NA,NA
"isrnort270122H","Serranidae","Epinephelus areolatus",1,40.6,21,"red",1,275.49,275.49,275.49,NA,NA,NA,NA,NA
"isrnort270122H","Tetraodontidae","Lagocephalus sceleratus",13,40.6,21,"red",8,233.62,246.77,253.53,6.31,2.23,4.37,242.4,251.15
"isrnort270122I","Labridae","Oxycheilinus mentalis",4,32.3,22,"red",3,73.44,90.79,108.92,17.76,10.25,20.09,70.7,110.89
"isrnort270122I","Lethrinidae","Lethrinus variegatus",7,32.3,22,"red",7,121.96,151.93,167.61,16.84,6.36,12.47,139.46,164.4
"isrnort270122I","Mullidae","Parupeneus forsskali",12,32.3,22,"red",10,83.78,97.66,110.41,8.99,2.84,5.57,92.09,103.24
"isrnort270122I","Mullidae","Parupeneus heptacanthus",7,32.3,22,"red",6,63.81,136,200.71,69.95,28.56,55.97,80.02,191.97
"isrnort270122I","Muraenidae","Gymnothorax griseus",2,32.3,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort270122I","Nemipteridae","Nemipterus zysron",1,32.3,22,"red",1,181.49,181.49,181.49,NA,NA,NA,NA,NA
"isrnort270122I","Tetraodontidae","Lagocephalus sceleratus",5,32.3,22,"red",5,218.97,247.72,277.91,23.48,10.5,20.58,227.14,268.3
"isrnort270122J","Carangidae","Gnathanodon speciosus",3,22.1,22,"red",3,617.35,710.08,759.28,80.35,46.39,90.93,619.15,801.01
"isrnort270122J","Gobiidae","Amblyeleotris sungami",2,22.1,22,"red",2,56.86,60.91,64.97,5.73,4.05,7.94,52.97,68.86
"isrnort270122J","Lethrinidae","Lethrinus xanthochilus",1,22.1,22,"red",1,479.72,479.72,479.72,NA,NA,NA,NA,NA
"isrnort270122J","Muraenidae","Gymnothorax angusticauda",1,22.1,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort270122J","Muraenidae","Gymnothorax griseus",3,22.1,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest020920A","Diodontidae","Cyclichthys spilostylus",1,135,22,"red",1,313.04,313.04,313.04,NA,NA,NA,NA,NA
"isrwest020920A","Monacanthidae","Thamnaconus erythraeensis",2,135,22,"red",1,197.45,197.45,197.45,NA,NA,NA,NA,NA
"isrwest020920A","Muraenidae","Gymnothorax johnsoni",1,135,22,"red",1,423.03,423.03,423.03,NA,NA,NA,NA,NA
"isrwest020920A","Pinguipedidae","Parapercis somaliensis",1,135,22,"red",1,136.39,136.39,136.39,NA,NA,NA,NA,NA
"isrwest020920A","Sparidae","Argyrops megalommatus",3,135,22,"red",2,145.57,178.86,212.14,47.07,33.28,65.24,113.62,244.09
"isrwest020920B","Monacanthidae","Thamnaconus erythraeensis",1,117,22,"red",1,218.66,218.66,218.66,NA,NA,NA,NA,NA
"isrwest020920B","Ostraciidae","Tetrosomus gibbosus",4,117,22,"red",2,234.73,244.1,253.48,13.26,9.38,18.38,225.73,262.48
"isrwest020920B","Pinguipedidae","Parapercis somaliensis",2,117,22,"red",2,108.64,130.4,152.16,30.77,21.76,42.65,87.75,173.05
"isrwest020920B","Sparidae","Argyrops megalommatus",2,117,22,"red",2,145.73,152.38,159.03,9.4,6.65,13.03,139.35,165.41
"isrwest020920C","Caesionidae","Caesio lunaris",1,86.2,25,"red",1,325.29,325.29,325.29,NA,NA,NA,NA,NA
"isrwest020920C","Labridae","Choerodon robustus",1,86.2,25,"red",1,306.56,306.56,306.56,NA,NA,NA,NA,NA
"isrwest020920C","Lethrinidae","Gymnocranius grandoculis",1,86.2,25,"red",1,243.87,243.87,243.87,NA,NA,NA,NA,NA
"isrwest020920C","Nemipteridae","Nemipterus zysron",1,86.2,25,"red",1,184.03,184.03,184.03,NA,NA,NA,NA,NA
"isrwest020920C","Ostraciidae","Tetrosomus gibbosus",1,86.2,25,"red",1,231.66,231.66,231.66,NA,NA,NA,NA,NA
"isrwest020920D","Chaetodontidae","Chaetodon paucifasciatus",2,70,25,"red",2,74.72,88.36,102.01,19.3,13.65,26.75,61.61,115.11
"isrwest020920D","Labridae","Cirrhilabrus blatteus",12,70,25,"red",10,32.27,56.37,81.14,14.71,4.65,9.12,47.26,65.49
"isrwest020920D","Mullidae","Parupeneus cyclostomus",2,70,25,"red",2,292.46,304.08,315.7,16.43,11.62,22.78,281.3,326.85
"isrwest020920D","Mullidae","Parupeneus forsskali",5,70,25,"red",5,120.44,152.63,195.77,30.41,13.6,26.65,125.98,179.29
"isrwest020920D","Muraenidae","Gymnothorax elegans",1,70,25,"red",1,353.93,353.93,353.93,NA,NA,NA,NA,NA
"isrwest020920D","Muraenidae","Gymnothorax nudivomer",1,70,25,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest020920D","Pomacentridae","Chromis pelloura",2,70,25,"red",2,29.97,30.67,31.37,0.99,0.7,1.37,29.3,32.04
"isrwest020920D","Serranidae","Cephalopholis miniata",1,70,25,"red",1,176.03,176.03,176.03,NA,NA,NA,NA,NA
"isrwest020920D","Serranidae","Variola louti",1,70,25,"red",1,355.91,355.91,355.91,NA,NA,NA,NA,NA
"isrwest020920E","Acanthuridae","Naso unicornis",1,56.7,26,"red",1,504.05,504.05,504.05,NA,NA,NA,NA,NA
"isrwest020920E","Chaetodontidae","Chaetodon paucifasciatus",2,56.7,26,"red",2,109.09,110.52,111.95,2.02,1.43,2.8,107.72,113.32
"isrwest020920E","Ostraciidae","Ostracion cyanurus",1,56.7,26,"red",1,129.07,129.07,129.07,NA,NA,NA,NA,NA
"isrwest020920E","Ostraciidae","Tetrosomus gibbosus",1,56.7,26,"red",1,241.77,241.77,241.77,NA,NA,NA,NA,NA
"isrwest020920E","Serranidae","Cephalopholis hemistiktos",2,56.7,26,"red",2,101.25,125.15,149.05,33.8,23.9,46.85,78.3,171.99
"isrwest020920E","Serranidae","Plectropomus pessuliferus",1,56.7,26,"red",1,583.73,583.73,583.73,NA,NA,NA,NA,NA
"isrwest020920E","Serranidae","Variola louti",1,56.7,26,"red",1,380.54,380.54,380.54,NA,NA,NA,NA,NA
"isrwest020920E","Synodontidae","Synodus variegatus",1,56.7,26,"red",1,140.27,140.27,140.27,NA,NA,NA,NA,NA
"isrwest020920F","Balistidae","Sufflamen albicaudatum",1,37.5,28,"red",1,168.09,168.09,168.09,NA,NA,NA,NA,NA
"isrwest020920F","Chaetodontidae","Chaetodon austriacus",1,37.5,28,"red",1,104.34,104.34,104.34,NA,NA,NA,NA,NA
"isrwest020920F","Chaetodontidae","Chaetodon paucifasciatus",2,37.5,28,"red",2,103.05,103.23,103.41,0.26,0.18,0.36,102.87,103.58
"isrwest020920F","Diodontidae","Diodon hystrix",1,37.5,28,"red",1,608.01,608.01,608.01,NA,NA,NA,NA,NA
"isrwest020920F","Echeneidae","Echeneis naucrates",1,37.5,28,"red",1,192.03,192.03,192.03,NA,NA,NA,NA,NA
"isrwest020920F","Labridae","Larabicus quadrilineatus",1,37.5,28,"red",1,117.1,117.1,117.1,NA,NA,NA,NA,NA
"isrwest020920F","Labridae","Pseudocheilinus evanidus",2,37.5,28,"red",2,69.13,75.34,81.55,8.78,6.21,12.17,63.16,87.51
"isrwest020920F","Muraenidae","Gymnothorax johnsoni",1,37.5,28,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest020920F","Muraenidae","Gymnothorax nudivomer",1,37.5,28,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest020920F","Ostraciidae","Ostracion cyanurus",1,37.5,28,"red",1,121.03,121.03,121.03,NA,NA,NA,NA,NA
"isrwest020920F","Pomacanthidae","Centropyge multispinis",2,37.5,28,"red",2,70.74,84.96,99.17,20.11,14.22,27.86,57.09,112.82
"isrwest020920F","Pomacanthidae","Genicanthus caudovittatus",4,37.5,28,"red",4,64.26,90.76,112.38,22.06,11.03,21.62,69.14,112.38
"isrwest020920F","Pomacanthidae","Pomacanthus maculosus",1,37.5,28,"red",1,340.16,340.16,340.16,NA,NA,NA,NA,NA
"isrwest020920F","Pomacentridae","Pomacentrus trichrourus",35,37.5,28,"red",17,35.75,64.24,87.79,13.26,3.22,6.3,57.94,70.55
"isrwest020920F","Serranidae","Cephalopholis hemistiktos",3,37.5,28,"red",2,108.04,141.4,174.76,47.18,33.36,65.38,76.01,206.78
"isrwest020920F","Serranidae","Variola louti",1,37.5,28,"red",1,496.2,496.2,496.2,NA,NA,NA,NA,NA
"isrwest020920G","Balistidae","Sufflamen albicaudatum",1,10.5,28,"red",1,189.04,189.04,189.04,NA,NA,NA,NA,NA
"isrwest020920G","Bothidae","Bothus pantherinus",2,10.5,28,"red",2,233.13,259.48,285.83,37.26,26.35,51.65,207.83,311.13
"isrwest020920G","Caesionidae","Caesio lunaris",14,10.5,28,"red",3,214.13,237.92,276.28,33.54,19.36,37.95,199.97,275.88
"isrwest020920G","Fistulariidae","Fistularia commersonii",1,10.5,28,"red",1,620.34,620.34,620.34,NA,NA,NA,NA,NA
"isrwest020920G","Lethrinidae","Lethrinus borbonicus",1,10.5,28,"red",1,202.69,202.69,202.69,NA,NA,NA,NA,NA
"isrwest020920G","Lethrinidae","Lethrinus nebulosus",3,10.5,28,"red",3,476.61,505.56,550.06,39.12,22.58,44.27,461.29,549.82
"isrwest020920G","Microdesmidae","Ptereleotris heteroptera",2,10.5,28,"red",2,49.4,51.91,54.42,3.55,2.51,4.92,46.99,56.83
"isrwest020920G","Mullidae","Parupeneus forsskali",2,10.5,28,"red",1,208.79,208.79,208.79,NA,NA,NA,NA,NA
"isrwest020920G","Mullidae","Parupeneus macronemus",1,10.5,28,"red",1,198.34,198.34,198.34,NA,NA,NA,NA,NA
"isrwest020920G","Muraenidae","Gymnothorax griseus",1,10.5,28,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest020920G","Pomacentridae","Pomacentrus trichrourus",3,10.5,28,"red",2,26.65,30.89,35.14,6.01,4.25,8.33,22.57,39.22
"isrwest130721A","Labridae","Choerodon robustus",2,144,21,"red",1,261.14,261.14,261.14,NA,NA,NA,NA,NA
"isrwest130721A","Monacanthidae","Thamnaconus erythraeensis",2,144,21,"red",1,226.1,226.1,226.1,NA,NA,NA,NA,NA
"isrwest130721A","Ostraciidae","Tetrosomus gibbosus",1,144,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest130721A","Serranidae","Epinephelus areolatus",3,144,21,"red",2,230.04,238.89,247.74,12.52,8.85,17.35,221.54,256.24
"isrwest130721A","Sparidae","Argyrops megalommatus",2,144,21,"red",2,189.56,195.67,201.77,8.63,6.1,11.96,183.7,207.63
"isrwest130721D","Lethrinidae","Gymnocranius grandoculis",1,76.9,24,"red",1,384.47,384.47,384.47,NA,NA,NA,NA,NA
"isrwest130721D","Lethrinidae","Lethrinus nebulosus",1,76.9,24,"red",1,524.22,524.22,524.22,NA,NA,NA,NA,NA
"isrwest130721D","Mullidae","Parupeneus heptacanthus",5,76.9,24,"red",5,192.06,217.42,247.32,24.07,10.76,21.1,196.32,238.51
"isrwest130721D","Nemipteridae","Nemipterus zysron",3,76.9,24,"red",3,162.21,179.56,189.46,15.08,8.7,17.06,162.5,196.62
"isrwest130721D","Ostraciidae","Tetrosomus gibbosus",2,76.9,24,"red",2,253.32,266.54,279.75,18.7,13.22,25.91,240.62,292.45
"isrwest130721E","Chaetodontidae","Chaetodon paucifasciatus",2,94.4,23,"red",2,106.74,108.26,109.78,2.15,1.52,2.98,105.29,111.24
"isrwest130721E","Fistulariidae","Fistularia commersonii",1,94.4,23,"red",1,642.78,642.78,642.78,NA,NA,NA,NA,NA
"isrwest130721E","Labridae","Bodianus anthioides",1,94.4,23,"red",1,212.2,212.2,212.2,NA,NA,NA,NA,NA
"isrwest130721E","Labridae","Bodianus opercularis",1,94.4,23,"red",1,126.68,126.68,126.68,NA,NA,NA,NA,NA
"isrwest130721E","Labridae","Cirrhilabrus blatteus",1,94.4,23,"red",1,117.23,117.23,117.23,NA,NA,NA,NA,NA
"isrwest130721E","Labridae","Oxycheilinus mentalis",1,94.4,23,"red",1,122.65,122.65,122.65,NA,NA,NA,NA,NA
"isrwest130721E","Labridae","Suezichthys russelli",2,94.4,23,"red",2,85.64,98.11,110.58,17.63,12.47,24.44,73.67,122.55
"isrwest130721E","Monacanthidae","Thamnaconus erythraeensis",1,94.4,23,"red",1,214.65,214.65,214.65,NA,NA,NA,NA,NA
"isrwest130721E","Mullidae","Parupeneus forsskali",6,94.4,23,"red",6,107.08,113.36,120.63,4.49,1.83,3.6,109.76,116.96
"isrwest130721E","Muraenidae","Gymnothorax elegans",1,94.4,23,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrwest130721E","Ostraciidae","Tetrosomus gibbosus",1,94.4,23,"red",1,256.75,256.75,256.75,NA,NA,NA,NA,NA
"isrwest130721E","Pomacanthidae","Apolemichthys xanthotis",1,94.4,23,"red",1,164.98,164.98,164.98,NA,NA,NA,NA,NA
"isrwest130721E","Pomacanthidae","Genicanthus caudovittatus",8,94.4,23,"red",5,43.05,98.51,150.17,38.58,17.25,33.82,64.69,132.33
"isrwest130721E","Pomacentridae","Chromis pelloura",3,94.4,23,"red",1,89.21,89.21,89.21,NA,NA,NA,NA,NA
"isrwest130721E","Scaridae","Scarus ferrugineus",1,94.4,23,"red",1,452.03,452.03,452.03,NA,NA,NA,NA,NA
"isrwest130721E","Serranidae","Epinephelus fasciatus",3,94.4,23,"red",3,155.79,190.78,224.31,34.28,19.79,38.79,151.98,229.57
"isrwest130721E","Serranidae","Variola louti",1,94.4,23,"red",1,439.78,439.78,439.78,NA,NA,NA,NA,NA
"isrwest130721F","Acanthuridae","Ctenochaetus striatus",1,50.6,24,"red",1,186,186,186,NA,NA,NA,NA,NA
"isrwest130721F","Acanthuridae","Naso unicornis",2,50.6,24,"red",2,429.43,450.9,472.37,30.36,21.47,42.08,408.82,492.98
"isrwest130721F","Caesionidae","Caesio suevica",1,50.6,24,"red",1,239.93,239.93,239.93,NA,NA,NA,NA,NA
"isrwest130721F","Chaetodontidae","Chaetodon austriacus",2,50.6,24,"red",2,109.91,116.67,123.44,9.57,6.76,13.26,103.42,129.93
"isrwest130721F","Chaetodontidae","Chaetodon paucifasciatus",2,50.6,24,"red",2,94.93,100.5,106.07,7.88,5.57,10.92,89.59,111.42
"isrwest130721F","Chaetodontidae","Heniochus intermedius",2,50.6,24,"red",1,169.74,169.74,169.74,NA,NA,NA,NA,NA
"isrwest130721F","Ephippidae","Platax orbicularis",1,50.6,24,"red",1,394.77,394.77,394.77,NA,NA,NA,NA,NA
"isrwest130721F","Labridae","Bodianus anthioides",1,50.6,24,"red",1,177.78,177.78,177.78,NA,NA,NA,NA,NA
"isrwest130721F","Labridae","Cheilinus abudjubbe",1,50.6,24,"red",1,206.7,206.7,206.7,NA,NA,NA,NA,NA
"isrwest130721F","Labridae","Paracheilinus octotaenia",4,50.6,24,"red",4,51.51,54.7,58.1,2.85,1.43,2.79,51.9,57.49
"isrwest130721F","Labridae","Pseudocheilinus evanidus",2,50.6,24,"red",1,65.48,65.48,65.48,NA,NA,NA,NA,NA
"isrwest130721F","Lethrinidae","Lethrinus borbonicus",1,50.6,24,"red",1,242.42,242.42,242.42,NA,NA,NA,NA,NA
"isrwest130721F","Lethrinidae","Lethrinus mahsena",2,50.6,24,"red",1,511.35,511.35,511.35,NA,NA,NA,NA,NA
"isrwest130721F","Lethrinidae","Lethrinus nebulosus",1,50.6,24,"red",1,466.37,466.37,466.37,NA,NA,NA,NA,NA
